date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:23:34	16718/16718	---M--	200	added ('OK')	image/jpeg	date:Thu,%2008%20Aug%202019%2015:19:17%20GMT	https://m.media-amazon.com/images/I/71VT07pMnRL._AC_SY400_.jpg	C:/Users/bryan/Downloads/https___www.amazon.com_/m.media-amazon.com/images/I/71VT07pMnRL._AC_SY400_.jpg	(from https://www.amazon.com/)
08:23:34	8377/8377	---M--	200	added ('OK')	image/jpeg	date:Wed,%2004%20Nov%202020%2007:12:26%20GMT	https://m.media-amazon.com/images/I/81MZ5D1wHpL._AC_SY200_.jpg	C:/Users/bryan/Downloads/https___www.amazon.com_/m.media-amazon.com/images/I/81MZ5D1wHpL._AC_SY200_.jpg	(from https://www.amazon.com/)
08:23:34	1563/1563	---M--	200	added ('OK')	image/jpeg	date:Tue,%2013%20Oct%202020%2020:37:41%20GMT	https://m.media-amazon.com/images/I/41iWogJnZQL._AC_SY200_.jpg	C:/Users/bryan/Downloads/https___www.amazon.com_/m.media-amazon.com/images/I/41iWogJnZQL._AC_SY200_.jpg	(from https://www.amazon.com/)
08:23:35	7971/7971	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Sep%202021%2001:51:03%20GMT	https://m.media-amazon.com/images/I/71OicfvCsbL._AC_SY200_.jpg	C:/Users/bryan/Downloads/https___www.amazon.com_/m.media-amazon.com/images/I/71OicfvCsbL._AC_SY200_.jpg	(from https://www.amazon.com/)
08:23:35	5381/5381	---M--	200	added ('OK')	image/jpeg	date:Tue,%2028%20Sep%202021%2006:47:22%20GMT	https://m.media-amazon.com/images/I/51chV1BJHXL._AC_SY200_.jpg	C:/Users/bryan/Downloads/https___www.amazon.com_/m.media-amazon.com/images/I/51chV1BJHXL._AC_SY200_.jpg	(from https://www.amazon.com/)
08:23:35	7772/7772	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Sep%202021%2000:37:19%20GMT	https://m.media-amazon.com/images/I/61YQnXsG5BL._AC_SY200_.jpg	C:/Users/bryan/Downloads/https___www.amazon.com_/m.media-amazon.com/images/I/61YQnXsG5BL._AC_SY200_.jpg	(from https://www.amazon.com/)
08:23:35	7693/7693	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Sep%202021%2000:33:51%20GMT	https://m.media-amazon.com/images/I/61vEzFd6mVL._AC_SY200_.jpg	C:/Users/bryan/Downloads/https___www.amazon.com_/m.media-amazon.com/images/I/61vEzFd6mVL._AC_SY200_.jpg	(from https://www.amazon.com/)
08:23:39	1327377/1327377	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Oct%202021%2012:23:34%20GMT	https://www.amazon.com/MANU-Atelier-Cylinder-Shoulder-Redbole/dp/B08JQQPTMF/?_encoding=UTF8&pd_rd_w=QVWhN&pf_rd_p=47476175-6275-4746-aaf3-d69468e9907d&pf_rd_r=G7S08RZAY2WK6DF3SG84&pd_rd_r=8ed189e0-ff37-454c-b957-8e52b7f8b5ac&pd_rd_wg=CrqBy&ref_=pd_gw_unk	C:/Users/bryan/Downloads/https___www.amazon.com_/www.amazon.com/MANU-Atelier-Cylinder-Shoulder-Redbole/dp/B08JQQPTMF/index3021.html	(from https://www.amazon.com/)
08:23:42	1329480/1329480	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Oct%202021%2012:23:35%20GMT	https://www.amazon.com/Vasic-Womens-Bond-Ivory-White/dp/B07XM8YPVC/?_encoding=UTF8&pd_rd_w=QVWhN&pf_rd_p=47476175-6275-4746-aaf3-d69468e9907d&pf_rd_r=G7S08RZAY2WK6DF3SG84&pd_rd_r=8ed189e0-ff37-454c-b957-8e52b7f8b5ac&pd_rd_wg=CrqBy&ref_=pd_gw_unk	C:/Users/bryan/Downloads/https___www.amazon.com_/www.amazon.com/Vasic-Womens-Bond-Ivory-White/dp/B07XM8YPVC/index3021.html	(from https://www.amazon.com/)
08:23:45	1315709/1315709	---MCZ	200	added ('OK')	text/html	date:Thu,%2014%20Oct%202021%2012:23:36%20GMT	https://www.amazon.com/MANU-Atelier-Womens-Cylinder-White/dp/B08VF19YXS/?_encoding=UTF8&pd_rd_w=QVWhN&pf_rd_p=47476175-6275-4746-aaf3-d69468e9907d&pf_rd_r=G7S08RZAY2WK6DF3SG84&pd_rd_r=8ed189e0-ff37-454c-b957-8e52b7f8b5ac&pd_rd_wg=CrqBy&ref_=pd_gw_unk	C:/Users/bryan/Downloads/https___www.amazon.com_/www.amazon.com/MANU-Atelier-Womens-Cylinder-White/dp/B08VF19YXS/index3021.html	(from https://www.amazon.com/)
